"id","product_id","color","price","season","image_url","name","brand","gender","category"
"18064","ON321E06D-K11","Blue","18","SUMMER","https://secure-i2.ztat.net/detail/ON/32/1E/06/DK/11/ON321E06D-K11@13.jpg","ONLCADIE  - Blouse - mood indigo","ONLY","FEMALE","womens-clothing-blouses"
"18065","GU121E02C-C11","Grey","65","SUMMER","https://secure-i4.ztat.net/detail/GU/12/1E/02/CC/11/GU121E02C-C11@12.jpg","NORA - Blouse - black grey ","Guess","FEMALE","womens-clothing-blouses"
"18066","MA321E05R-K11","Blue","75","SUMMER","https://secure-i2.ztat.net/detail/MA/32/1E/05/RK/11/MA321E05R-K11@15.jpg","Blouse - light chambray blue","Marc O'Polo","FEMALE","womens-clothing-blouses"
"18067","GL921E000-G11","Red","21","WINTER","https://secure-i6.ztat.net/detail/GL/92/1E/00/0G/11/GL921E000-G11@6.jpg","Blouse - red","Glamorous","FEMALE","womens-clothing-blouses"
"18068","PC721E008-A00","White","34","WINTER","https://secure-i2.ztat.net/detail/PC/72/1E/00/8A/00/PC721E008-A00@1.1.jpg","FUMIKO - Tunic - milk","Opus","FEMALE","womens-clothing-blouses"
"18069","MA321E05O-K11","Blue","65","SUMMER","https://secure-i6.ztat.net/detail/MA/32/1E/05/OK/11/MA321E05O-K11@16.jpg","Blouse - combo","Marc O'Polo","FEMALE","womens-clothing-blouses"
"18070","MA321E05O-K12","Blue","65","SUMMER","https://secure-i6.ztat.net/detail/MA/32/1E/05/OK/12/MA321E05O-K12@15.jpg","Blouse - combo","Marc O'Polo","FEMALE","womens-clothing-blouses"
"18071","R6721E00D-K11","Blue","45","SUMMER","https://secure-i2.ztat.net/detail/R6/72/1E/00/DK/11/R6721E00D-K11@2.jpg","JULIE - Blouse - oxford blue","Soft Rebels","FEMALE","womens-clothing-blouses"
"18072","3SE21E00B-802","Black","80","ALL","https://secure-i2.ztat.net/detail/3S/E2/1E/00/B8/02/3SE21E00B-802@5.jpg","Shirt - schwarz","Seidensticker","FEMALE","womens-clothing-shirts"
"18073","VE121E01V-002","White","21","ALL","https://secure-i1.ztat.net/detail/VE/12/1E/01/V0/02/VE121E01V-002@1.jpg","COUSIN PRINCESS - Shirt - optimum white","Vero Moda","FEMALE","womens-clothing-shirts"
"18074","VE121E01V-802","Black","21","ALL","https://secure-i3.ztat.net/detail/VE/12/1E/01/V8/02/VE121E01V-802@1.jpg","COUSIN PRINCESS - Shirt - black","Vero Moda","FEMALE","womens-clothing-shirts"
"18075","VL421E01K-002","White","120","ALL","https://secure-i5.ztat.net/detail/VL/42/1E/01/K0/02/VL421E01K-002@1.1.jpg","ALICE - Shirt - weiß","van Laack","FEMALE","womens-clothing-shirts"
"18076","VL421E01H-002","White","100","ALL","https://secure-i4.ztat.net/detail/VL/42/1E/01/H0/02/VL421E01H-002@1.2.jpg","ALISA - Shirt - weiß","van Laack","unisex","womens-clothing-shirts"
"18077","VL421E015-002","White","130","ALL","https://secure-i5.ztat.net/detail/VL/42/1E/01/50/02/VL421E015-002@1.1.jpg","COCO - Shirt - white","van Laack","FEMALE","womens-clothing-shirts"
"18078","3SE21E00B-002","White","80","ALL","https://secure-i2.ztat.net/detail/3S/E2/1E/00/B0/02/3SE21E00B-002@25.jpg","Shirt - weiß","Seidensticker","FEMALE","womens-clothing-shirts"
"18079","3SE21E00E-002","White","80","ALL","https://secure-i5.ztat.net/detail/3S/E2/1E/00/E0/02/3SE21E00E-002@1.1.jpg","Shirt - white","Seidensticker","FEMALE","womens-clothing-shirts"
"18080","RE121E001-402","Pink","110","ALL","https://secure-i1.ztat.net/detail/RE/12/1E/00/14/02/RE121E001-402@1.1.jpg","Shirt - rose","René Lezard","FEMALE","womens-clothing-shirts"
"18081","RE121E001-002","White","110","ALL","https://secure-i5.ztat.net/detail/RE/12/1E/00/10/02/RE121E001-002@1.1.jpg","Blouse - weiß","René Lezard","FEMALE","womens-clothing-shirts"
"18082","ES421E02E-K11","Blue","39","ALL","https://secure-i2.ztat.net/detail/ES/42/1E/02/EK/11/ES421E02E-K11@1.1.jpg","Shirt - sky blue","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18083","3SE21E00E-802","Black","60","ALL","https://secure-i3.ztat.net/detail/3S/E2/1E/00/E8/02/3SE21E00E-802@1.1.jpg","Blouse - black","Seidensticker","FEMALE","womens-clothing-shirts"
"18084","ES421E01Y-802","Black","29","ALL","https://secure-i3.ztat.net/detail/ES/42/1E/01/Y8/02/ES421E01Y-802@1.1.jpg","Shirt - black","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18085","MM421E00G-501","Blue","32","ALL","https://secure-i1.ztat.net/detail/MM/42/1E/00/G5/01/MM421E00G-501@7.jpg","Shirt - morning sky","Mexx Metropolitan","FEMALE","womens-clothing-shirts"
"18086","MM421E00G-802","Black","32","ALL","https://secure-i5.ztat.net/detail/MM/42/1E/00/G8/02/MM421E00G-802@1.jpg","Shirt - schwarz","Mexx Metropolitan","FEMALE","womens-clothing-shirts"
"18087","RE121E001-502","Blue","110","ALL","https://secure-i6.ztat.net/detail/RE/12/1E/00/15/02/RE121E001-502@1.1.jpg","Blouse - hellblau","René Lezard","FEMALE","womens-clothing-shirts"
"18088","VE121X00A-002","White","21","ALL","https://secure-i2.ztat.net/detail/VE/12/1X/00/A0/02/VE121X00A-002@10.1.jpg","COUSIN - Blouse - optical white","Vero Moda","FEMALE","womens-clothing-shirts"
"18089","HI121E01L-002","White","55","ALL","https://secure-i6.ztat.net/detail/HI/12/1E/01/L0/02/HI121E01L-002@6.jpg","FAYBE - Shirt - white","Hilfiger Denim","FEMALE","womens-clothing-shirts"
"18090","VE121X00A-802","Black","21","ALL","https://secure-i5.ztat.net/detail/VE/12/1X/00/A8/02/VE121X00A-802@1.3.jpg","COUSIN - Shirt - black","Vero Moda","FEMALE","womens-clothing-shirts"
"18091","HI121E01L-802","Black","55","ALL","https://secure-i6.ztat.net/detail/HI/12/1E/01/L8/02/HI121E01L-802@18.jpg","FAYBE - Shirt - black","Hilfiger Denim","FEMALE","womens-clothing-shirts"
"18092","MM421E00G-002","White","32","ALL","https://secure-i1.ztat.net/detail/MM/42/1E/00/G0/02/MM421E00G-002@5.1.jpg","Shirt - weiß","Mexx Metropolitan","FEMALE","womens-clothing-shirts"
"18093","BE829H000-A11","White","60","ALL","https://secure-i1.ztat.net/detail/BE/82/9H/00/0A/11/BE829H000-A11@6.1.jpg","VIOLA - Shirt - white","bellybutton","FEMALE","womens-clothing-shirts"
"18094","7SI21E00G-002","White","37","SUMMER","https://secure-i5.ztat.net/detail/7S/I2/1E/00/G0/02/7SI21E00G-002@1.1.jpg","Shirt - white","Sisley","FEMALE","womens-clothing-shirts"
"18095","7SI21E00G-802","Black","37","SUMMER","https://secure-i6.ztat.net/detail/7S/I2/1E/00/G8/02/7SI21E00G-802@1.2.jpg","Shirt - black","Sisley","FEMALE","womens-clothing-shirts"
"18096","M5821E05M-A11","White","42","ALL","https://secure-i4.ztat.net/detail/M5/82/1E/05/MA/11/M5821E05M-A11@2.jpg","Shirt - white /blue","More & More","FEMALE","womens-clothing-shirts"
"18097","S2921E05Q-K11","Blue","34","ALL","https://secure-i3.ztat.net/detail/S2/92/1E/05/QK/11/S2921E05Q-K11@13.jpg","Shirt - blue melange","s.Oliver","FEMALE","womens-clothing-shirts"
"18098","S2921E05Q-C11","Grey","34","ALL","https://secure-i1.ztat.net/detail/S2/92/1E/05/QC/11/S2921E05Q-C11@13.jpg","Shirt - grey","s.Oliver","FEMALE","womens-clothing-shirts"
"18099","S2921E05Q-A11","White","34","ALL","https://secure-i5.ztat.net/detail/S2/92/1E/05/QA/11/S2921E05Q-A11@13.jpg","Shirt - white","s.Oliver","FEMALE","womens-clothing-shirts"
"18100","S2921E05Q-J11","Pink","34","ALL","https://secure-i2.ztat.net/detail/S2/92/1E/05/QJ/11/S2921E05Q-J11@13.jpg","Shirt - rose","s.Oliver","FEMALE","womens-clothing-shirts"
"18101","M5821E04V-K11","Blue","30","ALL","https://secure-i2.ztat.net/detail/M5/82/1E/04/VK/11/M5821E04V-K11@13.jpg","Shirt - blau","More & More","FEMALE","womens-clothing-shirts"
"18102","ES421E037-A11","White","29","ALL","https://secure-i1.ztat.net/detail/ES/42/1E/03/7A/11/ES421E037-A11@15.jpg","Shirt - white","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18103","SO221E07W-Q11","Black","24","ALL","https://secure-i2.ztat.net/detail/SO/22/1E/07/WQ/11/SO221E07W-Q11@14.jpg","Shirt - black","s.Oliver","FEMALE","womens-clothing-shirts"
"18104","ES421E038-A11","White","29","ALL","https://secure-i4.ztat.net/detail/ES/42/1E/03/8A/11/ES421E038-A11@14.2.jpg","Blouse - white","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18105","ES421E038-K11","Blue","29","ALL","https://secure-i1.ztat.net/detail/ES/42/1E/03/8K/11/ES421E038-K11@12.jpg","Shirt - sky blue","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18106","ES421E037-Q11","Black","29","ALL","https://secure-i4.ztat.net/detail/ES/42/1E/03/7Q/11/ES421E037-Q11@14.jpg","Shirt - black","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18107","ES421E038-Q11","Black","29","ALL","https://secure-i3.ztat.net/detail/ES/42/1E/03/8Q/11/ES421E038-Q11@14.jpg","Shirt - black","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18108","ES421E036-K11","Blue","29","ALL","https://secure-i1.ztat.net/detail/ES/42/1E/03/6K/11/ES421E036-K11@2.jpg","TINY STRIPE - Shirt - sky blue","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18109","3SE21E00C-002","White","60","ALL","https://secure-i5.ztat.net/detail/3S/E2/1E/00/C0/02/3SE21E00C-002@1.1.jpg","Blouse - white","Seidensticker","FEMALE","womens-clothing-shirts"
"18110","4BE21E02E-A11","White","30","SUMMER","https://secure-i1.ztat.net/detail/4B/E2/1E/02/EA/11/4BE21E02E-A11@6.jpg","Shirt - white","Benetton","FEMALE","womens-clothing-shirts"
"18111","GA321E01M-503","Blue","55","WINTER","https://secure-i5.ztat.net/detail/GA/32/1E/01/M5/03/GA321E01M-503@1.1.jpg","Shirt - yankee blue","Gant","FEMALE","womens-clothing-shirts"
"18112","M5921E00I-A11","White","35","SUMMER","https://secure-i6.ztat.net/detail/M5/92/1E/00/IA/11/M5921E00I-A11@1.1.jpg","CARRA - Shirt - blanc","Morgan","FEMALE","womens-clothing-shirts"
"18113","3SE21E01T-A12","White","80","SUMMER","https://secure-i2.ztat.net/detail/3S/E2/1E/01/TA/12/3SE21E01T-A12@4.jpg","Shirt - bleu-weiß","Seidensticker","FEMALE","womens-clothing-shirts"
"18114","GA321E01X-002","White","80","WINTER","https://secure-i1.ztat.net/detail/GA/32/1E/01/X0/02/GA321E01X-002@9.jpg","Shirt - white","Gant","FEMALE","womens-clothing-shirts"
"18115","ES421E03N-G11","Red","20","ALL","https://secure-i5.ztat.net/detail/ES/42/1E/03/NG/11/ES421E03N-G11@14.1.jpg","Shirt - madison red","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18116","SO221E07W-A11","White","24","ALL","https://secure-i6.ztat.net/detail/SO/22/1E/07/WA/11/SO221E07W-A11@14.jpg","Shirt - weiß","s.Oliver","FEMALE","womens-clothing-shirts"
"18117","4BE21E02E-K11","Blue","24","WINTER","https://secure-i1.ztat.net/detail/4B/E2/1E/02/EK/11/4BE21E02E-K11@4.jpg","Shirt - lightblue","Benetton","FEMALE","womens-clothing-shirts"
"18118","SE521E029-A11","White","34","SUMMER","https://secure-i6.ztat.net/detail/SE/52/1E/02/9A/11/SE521E029-A11@14.jpg","SFPOPY  - Shirt - bright white","Selected Femme","FEMALE","womens-clothing-shirts"
"18119","3SE21E01T-A11","Pink","80","SUMMER","https://secure-i5.ztat.net/detail/3S/E2/1E/01/TA/11/3SE21E01T-A11@8.jpg","Shirt - rose/weiß","Seidensticker","FEMALE","womens-clothing-shirts"
"18120","RE121E001-802","Black","75","WINTER","https://secure-i3.ztat.net/detail/RE/12/1E/00/18/02/RE121E001-802@1.1.jpg","Shirt - schwarz","René Lezard","FEMALE","womens-clothing-shirts"
"18121","LA221E00J-K12","Blue","85","SUMMER","https://secure-i1.ztat.net/detail/LA/22/1E/00/JK/12/LA221E00J-K12@2.jpg","Shirt - hellblau","Lacoste","FEMALE","womens-clothing-shirts"
"18122","MA321E02R-002","White","75","WINTER","https://secure-i5.ztat.net/detail/MA/32/1E/02/R0/02/MA321E02R-002@6.jpg","Shirt - white","Marc O'Polo","FEMALE","womens-clothing-shirts"
"18123","MA321E05S-A11","White","85","SUMMER","https://secure-i6.ztat.net/detail/MA/32/1E/05/SA/11/MA321E05S-A11@16.jpg","Shirt - white","Marc O'Polo","FEMALE","womens-clothing-shirts"
"18124","GA321E01Y-002","White","70","SUMMER","https://secure-i5.ztat.net/detail/GA/32/1E/01/Y0/02/GA321E01Y-002@1.1.jpg","Shirt - white","Gant","FEMALE","womens-clothing-shirts"
"18125","LE221E022-K11","Blue","60","SUMMER","https://secure-i5.ztat.net/detail/LE/22/1E/02/2K/11/LE221E022-K11@16.jpg","Shirt -  15h1_post","Levi's®","FEMALE","womens-clothing-shirts"
"18126","GA321E00Q-402","Pink","80","WINTER","https://secure-i1.ztat.net/detail/GA/32/1E/00/Q4/02/GA321E00Q-402@1.1.jpg","STRETCH OXFORD SOLID - Shirt - light pink","Gant","FEMALE","womens-clothing-shirts"
"18127","GA321E00Q-501","Blue","80","WINTER","https://secure-i5.ztat.net/detail/GA/32/1E/00/Q5/01/GA321E00Q-501@1.jpg","STRETCH OXFORD SOLID - Shirt - blue","Gant","FEMALE","womens-clothing-shirts"
"18128","4BE21E02E-K12","Blue","20","WINTER","https://secure-i1.ztat.net/detail/4B/E2/1E/02/EK/12/4BE21E02E-K12@1.jpg","Shirt - darkblue","Benetton","FEMALE","womens-clothing-shirts"
"18129","7SI21E010-J00","Pink","28","WINTER","https://secure-i2.ztat.net/detail/7S/I2/1E/01/0J/00/7SI21E010-J00@4.jpg","Shirt - rosa","Sisley","FEMALE","womens-clothing-shirts"
"18130","GA321E00Q-002","White","80","WINTER","https://secure-i1.ztat.net/detail/GA/32/1E/00/Q0/02/GA321E00Q-002@1.jpg","STRETCH OXFORD SOLID - Shirt - weiß","Gant","FEMALE","womens-clothing-shirts"
"18131","NN121E027-A11","White","60","SUMMER","https://secure-i6.ztat.net/detail/NN/12/1E/02/7A/11/NN121E027-A11@12.jpg","Shirt - white","Noa Noa","FEMALE","womens-clothing-shirts"
"18132","NN121E027-I11","Blue","60","SUMMER","https://secure-i6.ztat.net/detail/NN/12/1E/02/7I/11/NN121E027-I11@14.jpg","Shirt - blue","Noa Noa","FEMALE","womens-clothing-shirts"
"18133","ES421E04M-A11","White","39","SUMMER","https://secure-i5.ztat.net/detail/ES/42/1E/04/MA/11/ES421E04M-A11@15.jpg","Shirt - white","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18134","GA321E01X-503","Blue","50","WINTER","https://secure-i5.ztat.net/detail/GA/32/1E/01/X5/03/GA321E01X-503@7.1.jpg","Shirt - navy","Gant","FEMALE","womens-clothing-shirts"
"18135","7SI21E010-002","White","37","WINTER","https://secure-i5.ztat.net/detail/7S/I2/1E/01/00/02/7SI21E010-002@9.jpg","Blouse - weiß","Sisley","FEMALE","womens-clothing-shirts"
"18136","7SI21E00G-K11","Blue","37","SUMMER","https://secure-i3.ztat.net/detail/7S/I2/1E/00/GK/11/7SI21E00G-K11@6.jpg","Shirt - blue","Sisley","FEMALE","womens-clothing-shirts"
"18137","WK221E010-K11","Blue","85","SUMMER","https://secure-i5.ztat.net/detail/WK/22/1E/01/0K/11/WK221E010-K11@14.jpg","ROSARIA - Shirt - sky blue","Witty Knitters","FEMALE","womens-clothing-shirts"
"18138","MA321E05F-A11","White","75","SUMMER","https://secure-i6.ztat.net/detail/MA/32/1E/05/FA/11/MA321E05F-A11@13.jpg","SLIM FIT - Shirt - white","Marc O'Polo","FEMALE","womens-clothing-shirts"
"18139","GA321E01M-B11","Beige","80","WINTER","https://secure-i4.ztat.net/detail/GA/32/1E/01/MB/11/GA321E01M-B11@14.1.jpg","Shirt - beige","Gant","FEMALE","womens-clothing-shirts"
"18140","WK221E010-A11","White","85","SUMMER","https://secure-i5.ztat.net/detail/WK/22/1E/01/0A/11/WK221E010-A11@14.1.jpg","ROSARIA - Shirt - optical white","Witty Knitters","FEMALE","womens-clothing-shirts"
"18141","ES421E049-K11","Blue","29","SUMMER","https://secure-i4.ztat.net/detail/ES/42/1E/04/9K/11/ES421E049-K11@5.jpg","Shirt - dark night","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18142","GA321E01Y-J11","Pink","75","SUMMER","https://secure-i6.ztat.net/detail/GA/32/1E/01/YJ/11/GA321E01Y-J11@11.jpg","Shirt - light pink","Gant","FEMALE","womens-clothing-shirts"
"18143","GA321E01Y-K11","Blue","85","SUMMER","https://secure-i6.ztat.net/detail/GA/32/1E/01/YK/11/GA321E01Y-K11@14.jpg","Shirt - light blue","Gant","FEMALE","womens-clothing-shirts"
"18144","GA321E039-A11","White","75","SUMMER","https://secure-i6.ztat.net/detail/GA/32/1E/03/9A/11/GA321E039-A11@14.jpg","Shirt - white","Gant","FEMALE","womens-clothing-shirts"
"18145","GA321E039-K11","Blue","75","SUMMER","https://secure-i5.ztat.net/detail/GA/32/1E/03/9K/11/GA321E039-K11@11.jpg","Shirt - light blue","Gant","FEMALE","womens-clothing-shirts"
"18146","GA321E03L-K11","Blue","80","WINTER","https://secure-i5.ztat.net/detail/GA/32/1E/03/LK/11/GA321E03L-K11@12.jpg","Shirt - bobby blue","Gant","FEMALE","womens-clothing-shirts"
"18147","LA221E00J-K11","Blue","85","SUMMER","https://secure-i6.ztat.net/detail/LA/22/1E/00/JK/11/LA221E00J-K11@15.jpg","Shirt - marine","Lacoste","FEMALE","womens-clothing-shirts"
"18148","RK021E00P-A11","White","42","SUMMER","https://secure-i5.ztat.net/detail/RK/02/1E/00/PA/11/RK021E00P-A11@12.jpg","SANDRA - Shirt - white","Sparkz","FEMALE","womens-clothing-shirts"
"18149","LA221E00J-A11","White","85","SUMMER","https://secure-i2.ztat.net/detail/LA/22/1E/00/JA/11/LA221E00J-A11@15.jpg","Shirt - blanc","Lacoste","FEMALE","womens-clothing-shirts"
"18150","RK021D00C-A11","White","29","SUMMER","https://secure-i3.ztat.net/detail/RK/02/1D/00/CA/11/RK021D00C-A11@13.jpg","SINIKA - Shirt - white","Sparkz","FEMALE","womens-clothing-shirts"
"18151","GA321E039-J11","Pink","75","SUMMER","https://secure-i3.ztat.net/detail/GA/32/1E/03/9J/11/GA321E039-J11@14.jpg","Shirt - light pink","Gant","FEMALE","womens-clothing-shirts"
"18152","ED121E02V-K11","Blue","29","SUMMER","https://secure-i3.ztat.net/detail/ED/12/1E/02/VK/11/ED121E02V-K11@14.jpg","Shirt - blue","edc by Esprit","FEMALE","womens-clothing-shirts"
"18153","4BE21E032-K11","Blue","27","SUMMER","https://secure-i2.ztat.net/detail/4B/E2/1E/03/2K/11/4BE21E032-K11@7.jpg","Shirt - blue","Benetton","FEMALE","womens-clothing-shirts"
"18154","PC721E01U-J11","Pink","42","SUMMER","https://secure-i1.ztat.net/detail/PC/72/1E/01/UJ/11/PC721E01U-J11@16.jpg","FUXIA - Shirt - skinny rose","Opus","FEMALE","womens-clothing-shirts"
"18155","PC721E01U-K11","Blue","42","SUMMER","https://secure-i4.ztat.net/detail/PC/72/1E/01/UK/11/PC721E01U-K11@14.jpg","FUXIA - Shirt - milky blue","Opus","FEMALE","womens-clothing-shirts"
"18156","4BE21E02E-K13","Blue","30","SUMMER","https://secure-i2.ztat.net/detail/4B/E2/1E/02/EK/13/4BE21E02E-K13@16.jpg","Shirt - blue","Benetton","FEMALE","womens-clothing-shirts"
"18157","S2921E067-Q11","Black","26","WINTER","https://secure-i1.ztat.net/detail/S2/92/1E/06/7Q/11/S2921E067-Q11@14.1.jpg","Shirt - black","Sir Oliver","FEMALE","womens-clothing-shirts"
"18158","3SE21E035-Q11","Black","70","SUMMER","https://secure-i4.ztat.net/detail/3S/E2/1E/03/5Q/11/3SE21E035-Q11@12.jpg","Shirt - schwarz","Seidensticker","FEMALE","womens-clothing-shirts"
"18159","3SE21E035-K11","Blue","70","SUMMER","https://secure-i3.ztat.net/detail/3S/E2/1E/03/5K/11/3SE21E035-K11@15.jpg","Shirt - blau","Seidensticker","FEMALE","womens-clothing-shirts"
"18160","3SE21E035-A11","White","70","SUMMER","https://secure-i1.ztat.net/detail/3S/E2/1E/03/5A/11/3SE21E035-A11@13.jpg","Shirt - weiss","Seidensticker","FEMALE","womens-clothing-shirts"
"18161","3SE21E035-J11","Pink","70","SUMMER","https://secure-i2.ztat.net/detail/3S/E2/1E/03/5J/11/3SE21E035-J11@15.jpg","Shirt - rosa","Seidensticker","FEMALE","womens-clothing-shirts"
"18162","3SE21E00E-J11","Pink","80","SUMMER","https://secure-i2.ztat.net/detail/3S/E2/1E/00/EJ/11/3SE21E00E-J11@2.jpg","Blouse - pink","Seidensticker","FEMALE","womens-clothing-shirts"
"18163","3SE21E00E-K11","Blue","80","SUMMER","https://secure-i1.ztat.net/detail/3S/E2/1E/00/EK/11/3SE21E00E-K11@2.jpg","Shirt - blue","Seidensticker","FEMALE","womens-clothing-shirts"
"18164","PC721E01T-K11","Blue","42","SUMMER","https://secure-i1.ztat.net/detail/PC/72/1E/01/TK/11/PC721E01T-K11@16.jpg","FLAVIE - Shirt - milky blue","Opus","FEMALE","womens-clothing-shirts"
"18165","GA321E02Z-K11","Blue","100","SUMMER","https://secure-i5.ztat.net/detail/GA/32/1E/02/ZK/11/GA321E02Z-K11@14.jpg","CHAMBRAY - Shirt - blue","Gant","FEMALE","womens-clothing-shirts"
"18166","ES421E043-K11","Blue","29","WINTER","https://secure-i2.ztat.net/detail/ES/42/1E/04/3K/11/ES421E043-K11@14.jpg","Shirt - dark night blue","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18167","LE221E025-K11","Blue","70","SUMMER","https://secure-i2.ztat.net/detail/LE/22/1E/02/5K/11/LE221E025-K11@16.jpg","RELAXED - Shirt - blocked","Levi's®","FEMALE","womens-clothing-shirts"
"18168","HI121E033-J11","Pink","65","SUMMER","https://secure-i3.ztat.net/detail/HI/12/1E/03/3J/11/HI121E033-J11@10.jpg","NAILAH - Shirt - pink","Hilfiger Denim","FEMALE","womens-clothing-shirts"
"18169","TO121E03W-K11","Blue","85","SUMMER","https://secure-i2.ztat.net/detail/TO/12/1E/03/WK/11/TO121E03W-K11@14.jpg","SAMARA - Shirt - shirt blue","Tommy Hilfiger","FEMALE","womens-clothing-shirts"
"18170","3SE21E032-J11","Pink","48","WINTER","https://secure-i4.ztat.net/detail/3S/E2/1E/03/2J/11/3SE21E032-J11@14.jpg","Shirt - pink","Seidensticker","FEMALE","womens-clothing-shirts"
"18171","3SE21E033-J11","Pink","48","WINTER","https://secure-i3.ztat.net/detail/3S/E2/1E/03/3J/11/3SE21E033-J11@14.jpg","Shirt - bubblegum","Seidensticker","FEMALE","womens-clothing-shirts"
"18172","ON321E04B-A11","White","13","WINTER","https://secure-i3.ztat.net/detail/ON/32/1E/04/BA/11/ON321E04B-A11@14.jpg","Shirt - white","ONLY","FEMALE","womens-clothing-shirts"
"18173","GA321E02W-A11","White","48","WINTER","https://secure-i6.ztat.net/detail/GA/32/1E/02/WA/11/GA321E02W-A11@7.jpg","Shirt - skipper blue","Gant","FEMALE","womens-clothing-shirts"
"18174","7SI21E01U-K12","Blue","21","WINTER","https://secure-i6.ztat.net/detail/7S/I2/1E/01/UK/12/7SI21E01U-K12@15.jpg","Shirt - dunkelblau","Sisley","FEMALE","womens-clothing-shirts"
"18175","CO121E04L-I11","Lilac","24","WINTER","https://secure-i3.ztat.net/detail/CO/12/1E/04/LI/11/CO121E04L-I11@14.jpg","Shirt - lila","comma,","FEMALE","womens-clothing-shirts"
"18176","T5821E000-Q11","Grey","115","WINTER","https://secure-i6.ztat.net/detail/T5/82/1E/00/0Q/11/T5821E000-Q11@17.jpg","FUCHUR - Shirt - grey","Tim Labenda","FEMALE","womens-clothing-shirts"
"18177","ME421E042-A11","White","26","WINTER","https://secure-i1.ztat.net/detail/ME/42/1E/04/2A/11/ME421E042-A11@14.jpg","Shirt - gardenia","Mexx","FEMALE","womens-clothing-shirts"
"18178","ZA821C03I-K11","Blue","15","WINTER","https://secure-i4.ztat.net/detail/ZA/82/1C/03/IK/11/ZA821C03I-K11@14.jpg","Shirt - navy","Zalando Essentials","FEMALE","womens-clothing-shirts"
"18179","ZA821C03I-Q11","Black","15","WINTER","https://secure-i4.ztat.net/detail/ZA/82/1C/03/IQ/11/ZA821C03I-Q11@14.jpg","Shirt - black","Zalando Essentials","FEMALE","womens-clothing-shirts"
"18180","MM421E01J-Q11","Black","24","WINTER","https://secure-i2.ztat.net/detail/MM/42/1E/01/JQ/11/MM421E01J-Q11@13.jpg","Shirt - black","Mexx Metropolitan","FEMALE","womens-clothing-shirts"
"18181","7SI21E01U-K11","Blue","30","SUMMER","https://secure-i1.ztat.net/detail/7S/I2/1E/01/UK/11/7SI21E01U-K11@13.jpg","Shirt - hellblau","Sisley","FEMALE","womens-clothing-shirts"
"18182","7SI21E01U-Q11","Black","27","SUMMER","https://secure-i4.ztat.net/detail/7S/I2/1E/01/UQ/11/7SI21E01U-Q11@14.jpg","Shirt - schwarz","Sisley","FEMALE","womens-clothing-shirts"
"18183","7SI21E01U-A11","White","30","SUMMER","https://secure-i2.ztat.net/detail/7S/I2/1E/01/UA/11/7SI21E01U-A11@14.jpg","Shirt - weiß","Sisley","FEMALE","womens-clothing-shirts"
"18184","CO121E04C-K11","Blue","42","WINTER","https://secure-i4.ztat.net/detail/CO/12/1E/04/CK/11/CO121E04C-K11@14.jpg","Shirt - blue","comma,","FEMALE","womens-clothing-shirts"
"18185","MA321D05E-A11","White","65","WINTER","https://secure-i6.ztat.net/detail/MA/32/1D/05/EA/11/MA321D05E-A11@2.jpg","Shirt - white","Marc O'Polo","FEMALE","womens-clothing-shirts"
"18186","3SE21E02S-K11","Blue","90","SUMMER","https://secure-i3.ztat.net/detail/3S/E2/1E/02/SK/11/3SE21E02S-K11@2.jpg","Shirt - bleu/weiss","Seidensticker","FEMALE","womens-clothing-shirts"
"18187","P1421E01H-A11","White","175","SUMMER","https://secure-i1.ztat.net/detail/P1/42/1E/01/HA/11/P1421E01H-A11@2.jpg","Shirt - bianco","Patrizia Pepe","FEMALE","womens-clothing-shirts"
"18188","P1421E01H-Q11","Black","175","SUMMER","https://secure-i3.ztat.net/detail/P1/42/1E/01/HQ/11/P1421E01H-Q11@2.jpg","Shirt - nero","Patrizia Pepe","FEMALE","womens-clothing-shirts"
"18189","ES421E049-K12","Blue","29","SUMMER","https://secure-i4.ztat.net/detail/ES/42/1E/04/9K/12/ES421E049-K12@4.jpg","Shirt - sky blue","ESPRIT Collection","FEMALE","womens-clothing-shirts"
"18190","TO121E03W-A11","White","85","SUMMER","https://secure-i4.ztat.net/detail/TO/12/1E/03/WA/11/TO121E03W-A11@14.2.jpg","SAMARA - Shirt - classic white","Tommy Hilfiger","FEMALE","womens-clothing-shirts"
"18191","GA321E02X-A11","White","45","WINTER","https://secure-i5.ztat.net/detail/GA/32/1E/02/XA/11/GA321E02X-A11@7.jpg","Shirt - white","Gant","FEMALE","womens-clothing-shirts"
"18192","MM421E01J-A11","White","25","WINTER","https://secure-i5.ztat.net/detail/MM/42/1E/01/JA/11/MM421E01J-A11@2.jpg","Shirt - gardenia","Mexx Metropolitan","FEMALE","womens-clothing-shirts"
